Publisher,DOI,Journal,eISSN,ISSN,URL,Date_published,Corresponding_author_organization,Open_access_type,License_type,Apc_currency,Apc_paid,Apc_date_paid,Comments,Source_file
Springer,10.1007/s11159-017-9631-8,International Review of Education,0020-8566,1573-0638,,2017-03-23,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11219-017-9360-z,Software Quality Journal,0963-9314,1573-1367,,2017-03-17,Blekinge Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11227-017-1994-x,The Journal of Supercomputing,0920-8542,1573-0484,,2017-03-06,Linnaeus University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11239-017-1491-3,Journal of Thrombosis and Thrombolysis,0929-5305,1573-742X,,2017-03-20,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11252-017-0658-1,Urban Ecosystems,1083-8155,1573-1642,,2017-03-24,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11259-017-9686-9,Veterinary Research Communications,0165-7380,1573-7446,,2017-03-25,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11269-017-1590-0,Water Resources Management,0920-4741,1573-1650,,2017-03-01,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11356-017-8599-z,Environmental Science and Pollution Research,0944-1344,1614-7499,,2017-03-02,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11367-017-1298-7,The International Journal of Life Cycle Assessment,0948-3349,1614-7502,,2017-03-11,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11406-017-9812-5,Philosophia,0048-3893,1574-9274,,2017-03-08,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11422-016-9782-0,Cultural Studies of Science Education,1871-1502,1871-1510,,2017-03-27,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11422-016-9787-8,Cultural Studies of Science Education,1871-1502,1871-1510,,2017-03-20,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11572-017-9415-z,Criminal Law and Philosophy,1871-9791,1871-9805,,2017-03-30,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11605-017-3389-y,Journal of Gastrointestinal Surgery,1091-255X,1873-4626,,2017-03-10,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11664-017-5447-3,Journal of Electronic Materials,0361-5235,1543-186X,,2017-03-20,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11673-017-9782-0,Journal of Bioethical Inquiry,1176-7529,1872-4353,,2017-03-09,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11682-017-9706-y,Brain Imaging and Behavior,1931-7557,1931-7565,,2017-03-20,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11695-017-2642-5,Obesity Surgery,0960-8923,1708-0428,,2017-03-14,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11784-017-0417-1,Journal of Fixed Point Theory and Applications,1661-7738,1661-7746,,2017-03-13,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11886-017-0840-3,Current Cardiology Reports,1523-3782,1534-3170,,2017-03-17,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11998-017-9920-y,Journal of Coatings Technology and Research,1547-0091,1935-3804,,2017-03-29,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12032-017-0912-7,Medical Oncology,1357-0560,1559-131X,,2017-03-18,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12035-017-0461-2,Molecular Neurobiology,0893-7648,1559-1182,,2017-03-13,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12116-017-9235-0,Studies in Comparative International Development,0039-3606,1936-6167,,2017-03-17,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12553-017-0182-6,Health and Technology,2190-7188,2190-7196,,2017-03-07,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12665-017-6524-x,Environmental Earth Sciences,1866-6280,1866-6299,,2017-03-03,LuleÜ University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12678-017-0368-8,Electrocatalysis,1868-2529,1868-5994,,2017-03-16,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13280-017-0909-7,Ambio,0044-7447,1654-7209,,2017-02-24,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13280-017-0913-y,Ambio,0044-7447,1654-7209,,2017-03-15,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13394-017-0202-x,Mathematics Education Research Journal,1033-2170,2211-050X,,2017-03-23,ôrebro University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40194-017-0448-7,Welding in the World,0043-2288,1878-6669,,2017-03-13,University West,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40257-017-0274-0,American Journal of Clinical Dermatology,1175-0561,1179-1888,,2017-03-24,UmeÜ University,,CC BY-NC,EUR,2200,,,SC2018DEC
Springer,10.1007/s40262-017-0516-6,Clinical Pharmacokinetics,0312-5963,1179-1926,,2017-03-02,Uppsala University,,CC BY-NC,EUR,2200,,,SC2018DEC
Springer,10.1007/s40505-017-0117-4,Economic Theory Bulletin,2196-1085,2196-1093,,2017-03-28,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40520-017-0750-7,Aging Clinical and Experimental Research,,1720-8319,,2017-03-30,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40571-017-0158-3,Computational Particle Mechanics,2196-4378,2196-4386,,2017-03-25,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40899-017-0106-7,Sustainable Water Resources Management,2363-5037,2363-5045,,2017-03-25,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s41348-017-0081-0,Journal of Plant Diseases and Protection,1861-3829,1861-3837,,2017-03-06,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1140/epjp/i2017-11331-2,The European Physical Journal Plus,,2190-5444,,2017-02-16,Lund University,,CC BY,EUR,1200,,,SC2018DEC
Springer,10.1140/epjst/e2016-60362-9,The European Physical Journal Special Topics,1951-6355,1951-6401,,2017-01-09,Chalmers University of Technology,,CC BY,EUR,1200,,,SC2018DEC
Springer,10.1007/s10570-017-1283-0,Cellulose,0969-0239,1572-882X,,2017-04-12,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12528-017-9146-0,Journal of Computing in Higher Education,1042-1726,1867-1233,,2017-04-05,University of Skîvde,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11165-016-9597-8,Research in Science Education,0157-244X,1573-1898,,2017-04-28,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40831-017-0122-8,Journal of Sustainable Metallurgy,2199-3823,2199-3831,,2017-04-25,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12053-017-9506-7,Energy Efficiency,1570-646X,1570-6478,,2017-04-03,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00484-017-1332-2,International Journal of Biometeorology,0020-7128,1432-1254,,2017-04-26,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10928-017-9521-5,Journal of Pharmacokinetics and Pharmacodynamics,1567-567X,1573-8744,,2017-04-06,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13361-017-1657-4,Journal of The American Society for Mass Spectrometry,1044-0305,1879-1123,,2017-04-12,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11238-017-9599-7,Theory and Decision,0040-5833,1573-7187,,2017-04-06,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11009-017-9559-2,Methodology and Computing in Applied Probability,1387-5841,1573-7713,,2017-04-08,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10453-017-9478-2,Aerobiologia,0393-5965,1573-3025,,2017-04-06,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00267-017-0851-2,Environmental Management,0364-152X,1432-1009,,2017-04-10,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11412-017-9252-z,International Journal of Computer-Supported Collaborative Learning,1556-1607,1556-1615,,2017-04-03,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11306-017-1199-6,Metabolomics,1573-3882,1573-3890,,2017-04-01,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10853-017-1039-0,Journal of Materials Science,0022-2461,1573-4803,,2017-04-03,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00125-017-4278-3,Diabetologia,0012-186X,1432-0428,,2017-04-22,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00198-017-4047-7,Osteoporosis International,0937-941X,1433-2965,,2017-04-21,Lund University,,CC BY-NC,EUR,2200,,,SC2018DEC
Springer,10.1007/s13163-017-0230-9,Revista Matem†tica Complutense,1139-1138,1988-2807,,2017-04-11,Karlstad University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00359-017-1173-9,Journal of Comparative Physiology A,0340-7594,1432-1351,,2017-04-20,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00127-017-1385-x,Social Psychiatry and Psychiatric Epidemiology,0933-7954,1433-9285,,2017-04-19,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s41701-017-0016-9,Corpus Pragmatics,2509-9507,2509-9515,,2017-04-25,Mid Sweden University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10544-017-0157-4,Biomedical Microdevices,1387-2176,1572-8781,,2017-04-03,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10827-017-0639-7,Journal of Computational Neuroscience,0929-5313,1573-6873,,2017-04-07,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11083-016-9420-1,Order,0167-8094,1572-9273,,2017-04-08,MÑlardalen University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10040-017-1559-3,Hydrogeology Journal,1431-2174,1435-0157,,2017-04-01,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10664-017-9511-7,Empirical Software Engineering,1382-3256,1573-7616,,2017-04-22,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11356-017-8851-6,Environmental Science and Pollution Research,0944-1344,1614-7499,,2017-04-18,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00216-017-0316-8,Analytical and Bioanalytical Chemistry,1618-2642,1618-2650,,2017-04-20,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00421-017-3596-y,European Journal of Applied Physiology,1439-6319,1439-6327,,2017-04-05,Mid Sweden University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10212-017-0332-2,European Journal of Psychology of Education,0256-2928,1878-5174,,2017-04-07,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00024-017-1538-6,Pure and Applied Geophysics,0033-4553,1420-9136,,2017-04-22,University West,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10734-017-0140-2,Higher Education,0018-1560,1573-174X,,2017-04-10,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10530-017-1415-3,Biological Invasions,1387-3547,1573-1464,,2017-04-01,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11695-017-2680-z,Obesity Surgery,0960-8923,1708-0428,,2017-04-24,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00420-017-1221-3,International Archives of Occupational and Environmental Health,0340-0131,1432-1246,,2017-04-11,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10614-017-9682-8,Computational Economics,0927-7099,1572-9974,,2017-04-25,Linnaeus University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00773-017-0451-0,Journal of Marine Science and Technology,0948-4280,1437-8213,,2017-04-28,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11191-017-9892-4,Science & Education,0926-7220,1573-1901,,2017-04-27,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40072-017-0098-1,Stochastics and  Partial Differential Equations: Analysis and Computations,2194-0401,2194-041X,,2017-04-20,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11440-017-0553-1,Acta Geotechnica,1861-1125,1861-1133,,2017-04-26,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s13280-017-0920-z,Ambio,0044-7447,1654-7209,,2017-04-25,Kristianstad University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10113-017-1150-4,Regional Environmental Change,1436-3798,1436-378X,,2017-04-18,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10766-017-0495-0,International Journal of Parallel Programming,0885-7458,1573-7640,,2017-04-11,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00265-017-2310-8,Behavioral Ecology and Sociobiology,0340-5443,1432-0762,,2017-04-05,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11191-017-9879-1,Science & Education,0926-7220,1573-1901,,2017-04-21,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10639-017-9602-5,Education and Information Technologies,1360-2357,1573-7608,,2017-04-19,Karlstad University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10761-017-0408-3,International Journal of Historical Archaeology,1092-7697,1573-7748,,2017-04-05,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00213-017-4609-6,Psychopharmacology,0033-3158,1432-2072,,2017-04-05,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10955-017-1792-0,Journal of Statistical Physics,0022-4715,1572-9613,,2017-04-24,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00170-017-0259-4,The International Journal of Advanced Manufacturing Technology,0268-3768,1433-3015,,2017-04-22,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10585-017-9848-8,Clinical & Experimental Metastasis,0262-0898,1573-7276,,2017-04-26,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10803-017-3128-y,Journal of Autism and Developmental Disorders,0162-3257,1573-3432,,2017-04-19,ôrebro University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12152-017-9331-x,Neuroethics,1874-5490,1874-5504,,2017-04-26,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11222-017-9748-4,Statistics and Computing,0960-3174,1573-1375,,2017-04-19,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11269-017-1685-7,Water Resources Management,0920-4741,1573-1650,,2017-04-27,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12686-017-0746-9,Conservation Genetics Resources,1877-7252,1877-7260,,2017-04-12,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00340-017-6715-x,Applied Physics B,0946-2171,1432-0649,,2017-04-18,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10658-017-1222-9,European Journal of Plant Pathology,0929-1873,1573-8469,,2017-04-10,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00586-017-5075-x,European Spine Journal,0940-6719,1432-0932,,2017-04-17,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10096-017-2950-7,European Journal of Clinical Microbiology & Infectious Diseases,0934-9723,1435-4373,,2017-04-19,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00158-017-1685-5,Structural and Multidisciplinary Optimization,1615-147X,1615-1488,,2017-04-18,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00167-017-4545-3,"Knee Surgery, Sports Traumatology, Arthroscopy",0942-2056,1433-7347,,2017-04-13,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10570-017-1312-z,Cellulose,0969-0239,1572-882X,,2017-04-26,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11901-017-0343-0,Current Hepatology Reports,,2195-9595,,2017-04-22,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00484-017-1352-y,International Journal of Biometeorology,0020-7128,1432-1254,,2017-04-25,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11009-017-9554-7,Methodology and Computing in Applied Probability,1387-5841,1573-7713,,2017-04-03,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11625-017-0428-2,Sustainability Science,1862-4065,1862-4057,,2017-04-05,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00421-017-3601-5,European Journal of Applied Physiology,1439-6319,1439-6327,,2017-04-18,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11858-017-0858-4,ZDM,1863-9690,1863-9704,,2017-04-07,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00041-017-9542-x,Journal of Fourier Analysis and Applications,1069-5869,1531-5851,,2017-04-13,Linnaeus University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11051-017-3807-9,Journal of Nanoparticle Research,1388-0764,1572-896X,,2017-04-04,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10339-017-0805-x,Cognitive Processing,1612-4782,1612-4790,,2017-04-08,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00701-017-3164-6,Acta Neurochirurgica,0001-6268,0942-0940,,2017-04-13,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10021-017-0133-0,Ecosystems,1432-9840,1435-0629,,2017-04-06,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00220-017-2882-1,Communications in Mathematical Physics,0010-3616,1432-0916,,2017-04-11,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00394-017-1450-y,European Journal of Nutrition,1436-6207,1436-6215,,2017-04-17,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00401-017-1708-8,Acta Neuropathologica,0001-6322,1432-0533,,2017-04-13,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00436-017-5439-5,Parasitology Research,0932-0113,1432-1955,,2017-04-06,Linnaeus University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11894-017-0554-0,Current Gastroenterology Reports,1522-8037,1534-312X,,2017-04-03,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00348-017-2328-8,Experiments in Fluids,0723-4864,1432-1114,,2017-04-11,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10433-017-0424-5,European Journal of Ageing,1613-9372,1613-9380,,2017-04-17,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12095-017-0227-8,Cryptography and Communications,1936-2447,1936-2455,,2017-04-29,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11367-017-1309-8,The International Journal of Life Cycle Assessment,0948-3349,1614-7502,,2017-04-09,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10822-017-0020-y,Journal of Computer-Aided Molecular Design,0920-654X,1573-4951,,2017-04-01,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00520-017-3676-x,Supportive Care in Cancer,0941-4355,1433-7339,,2017-04-02,University of Gothenburg,,CC BY-NC,EUR,2200,,,SC2018DEC
Springer,10.1007/s11665-017-2586-x,Journal of Materials Engineering and Performance,1059-9495,1544-1024,,2017-04-04,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11901-017-0345-y,Current Hepatology Reports,,2195-9595,,2017-04-27,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12186-017-9178-7,Vocations and Learning,1874-785X,1874-7868,,2017-04-07,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10533-017-0331-z,Biogeochemistry,0168-2563,1573-515X,,2017-04-10,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11306-017-1196-9,Metabolomics,1573-3882,1573-3890,,2017-04-17,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10570-017-1288-8,Cellulose,0969-0239,1572-882X,,2017-04-12,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11192-017-2377-z,Scientometrics,0138-9130,1588-2861,,2017-04-26,KTH Royal Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11664-017-5484-y,Journal of Electronic Materials,0361-5235,1543-186X,,2017-04-06,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10703-017-0274-y,Formal Methods in System Design,0925-9856,1572-8102,,2017-04-04,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00216-017-0336-4,Analytical and Bioanalytical Chemistry,1618-2642,1618-2650,,2017-04-07,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40596-017-0706-4,Academic Psychiatry,1042-9670,1545-7230,,2017-04-07,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10096-017-2964-1,European Journal of Clinical Microbiology & Infectious Diseases,0934-9723,1435-4373,,2017-04-06,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10761-017-0426-1,International Journal of Historical Archaeology,1092-7697,1573-7748,,2017-04-17,University of Gothenburg,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11356-017-8956-y,Environmental Science and Pollution Research,0944-1344,1614-7499,,2017-04-06,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10668-017-9948-2,"Environment, Development and Sustainability",1387-585X,1573-2975,,2017-04-12,Karlstad University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00439-017-1799-2,Human Genetics,0340-6717,1432-1203,,2017-04-19,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00468-017-1552-4,Trees,0931-1890,1432-2285,,2017-04-22,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12186-017-9179-6,Vocations and Learning,1874-785X,1874-7868,,2017-04-27,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10592-017-0972-4,Conservation Genetics,1566-0621,1572-9737,,2017-04-18,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10140-017-1496-4,Emergency Radiology,1070-3004,1438-1435,,2017-04-05,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00330-017-4784-1,European Radiology,0938-7994,1432-1084,,2017-04-03,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00192-017-3319-2,International Urogynecology Journal,0937-3462,1433-3023,,2017-04-05,Malmî University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11367-017-1308-9,The International Journal of Life Cycle Assessment,0948-3349,1614-7502,,2017-04-05,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40863-017-0059-7,S∆o Paulo Journal of Mathematical Sciences,1982-6907,2316-9028,,2017-04-05,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00426-017-0862-x,Psychological Research,0340-0727,1430-2772,,2017-04-08,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10531-017-1343-7,Biodiversity and Conservation,0960-3115,1572-9710,,2017-04-01,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10021-017-0149-5,Ecosystems,1432-9840,1435-0629,,2017-04-21,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00228-017-2249-8,European Journal of Clinical Pharmacology,0031-6970,1432-1041,,2017-04-08,UmeÜ University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11229-017-1408-x,Synthese,0039-7857,1573-0964,,2017-04-27,Stockholm University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00592-017-0989-7,Acta Diabetologica,0940-5429,1432-5233,,2017-04-13,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11252-017-0673-2,Urban Ecosystems,1083-8155,1573-1642,,2017-04-21,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10722-017-0516-2,Genetic Resources and Crop Evolution,0925-9864,1573-5109,,2017-04-28,Swedish University of Agricultural Sciences,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40194-017-0470-9,Welding in the World,0043-2288,1878-6669,,2017-04-24,University West,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00253-017-8266-9,Applied Microbiology and Biotechnology,0175-7598,1432-0614,,2017-04-20,Chalmers University of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s00125-017-4279-2,Diabetologia,0012-186X,1432-0428,,2017-04-13,Karolinska Institutet,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s10943-017-0397-x,Journal of Religion and Health,0022-4197,1573-6571,,2017-04-19,Uppsala University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s40839-017-0036-6,Journal of Religious Education,1442-018X,2199-4625,,2017-05-31,University West,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11244-017-0814-0,Topics in Catalysis,1022-5528,1572-9028,,2017-05-31,Lund University,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11069-017-2933-0,Natural Hazards,0921-030X,1573-0840,,2017-05-31,Swedish Defence Research Agency,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s11219-017-9373-7,Software Quality Journal,0963-9314,1573-1367,,2017-05-31,Blekinge Institute of Technology,,CC BY,EUR,2200,,,SC2018DEC
Springer,10.1007/s12186-017-9181-z,Vocations and Learning,1874-785X,1874-7868,,2017-05-31,Linkîping University,,CC BY,EUR,2200,,,SC2018DEC
