doi	institution	journal_full_title	journal_discipline	journal_ISSN	journal_eISSN	year	publisher
10.1007/s10040-018-1906-z	cth	Hydrogeology Journal	Earth Sciences	1431-2174	1435-0157	2018	Springer
10.1007/s10843-018-0242-7	lnu	Journal of International Entrepreneurship	Business and Management	1570-7385	1573-7349	2018	Springer
10.1007/s00332-018-9527-1	kth	Journal of Nonlinear Science	Mathematics	0938-8974	1432-1467	2018	Springer
10.1007/s13524-018-0758-4	lu	Demography	Social Sciences	0070-3370	1533-7790	2018	Springer
10.1007/s10993-018-9506-2	su	Language Policy	Linguistics	1568-4555	1573-1863	2018	Springer
10.1007/s10993-018-9497-z	su	Language Policy	Linguistics	1568-4555	1573-1863	2018	Springer
10.1007/s11406-018-0036-0	su	Philosophia	Philosophy	0048-3893	1574-9274	2018	Springer
10.1007/s10021-018-0329-y	lu	Ecosystems	Life Sciences	1432-9840	1435-0629	2018	Springer
10.1007/s10680-018-9511-3	su	European Journal of Population	Social Sciences	0168-6577	1572-9885	2018	Springer
10.1007/s00148-018-0727-7	uu	Journal of Population Economics	Economics	0933-1433	1432-1475	2018	Springer
10.1007/s10035-018-0863-5	cth	Granular Matter	Physics	1434-5021	1434-7636	2018	Springer
10.1007/s00484-018-1652-x	lu	International Journal of Biometeorology	Environment	0020-7128	1432-1254	2018	Springer
10.1007/s40263-018-0601-x	ki	CNS Drugs	Medicine & Public Health	1172-7047	1179-1934	2018	Springer
10.1208/s12249-018-1289-4	uu	AAPS PharmSciTech	Biomedicine		1530-9932	2018	Springer
10.1007/s00259-018-4242-6	ki	European Journal of Nuclear Medicine and Molecular Imaging	Medicine & Public Health	1619-7070	1619-7089	2018	Springer
10.1007/s12063-018-0137-8	kth	Operations Management Research	Business and Management	1936-9735	1936-9743	2018	Springer
10.1007/s12289-018-01461-4	ltu	International Journal of Material Forming	Engineering	1960-6206	1960-6214	2018	Springer
10.1007/s12687-018-00404-5	liu	Journal of Community Genetics	Biomedicine	1868-310X	1868-6001	2018	Springer
10.1007/s11060-018-03085-9	uu	Journal of Neuro-Oncology	Medicine & Public Health		1573-7373	2018	Springer
10.1007/s11998-018-00165-3	lnu	Journal of Coatings Technology and Research	Materials Science	1547-0091	1935-3804	2018	Springer
10.1007/s11115-018-00436-y	gu	Public Organization Review	Political Science and International Relations	1566-7170	1573-7098	2018	Springer
10.1007/s10459-018-09869-y	gu	Advances in Health Sciences Education	Education	1382-4996	1573-1677	2018	Springer
10.1007/s00383-018-04428-3	ki	Pediatric Surgery International	Medicine & Public Health	0179-0358	1437-9813	2018	Springer
10.1007/s00431-018-03312-5	gu	European Journal of Pediatrics	Medicine & Public Health	0340-6199	1432-1076	2018	Springer
10.1007/s00442-018-04331-7	lu	Oecologia	Life Sciences	0029-8549	1432-1939	2018	Springer
10.1007/s11222-018-09850-0	umu	Statistics and Computing	Statistics	0960-3174	1573-1375	2018	Springer
10.1140/epjst/e2018-800054-3	lu	The European Physical Journal Special Topics	Physics	1951-6355	1951-6401	2018	Springer
10.1007/s11151-018-09676-0	umu	Review of Industrial Organization	Economics	0889-938X	1573-7160	2018	Springer
10.1007/s11262-018-01629-9	slu	Virus Genes	Biomedicine	0920-8569	1572-994X	2018	Springer
10.1007/s00192-018-03856-y	umu	International Urogynecology Journal	Medicine & Public Health	0937-3462	1433-3023	2018	Springer
10.1007/s10849-018-09279-8	su	"Journal of Logic, Language and Information"	Philosophy	0925-8531	1572-9583	2018	Springer
10.1007/s40306-018-00321-2	su	Acta Mathematica Vietnamica	Mathematics	0251-4184	2315-4144	2018	Springer
10.1007/s00228-018-02619-4	gu	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2018	Springer
10.1140/epjst/e2018-800051-9	lu	The European Physical Journal Special Topics	Physics	1951-6355	1951-6401	2018	Springer
10.1007/s10803-018-03870-5	su	Journal of Autism and Developmental Disorders	Psychology	0162-3257	1573-3432	2018	Springer
10.1245/s10434-018-07143-4	gu	Annals of Surgical Oncology	Medicine & Public Health	1068-9265	1534-4681	2018	Springer
10.1007/s10586-018-02890-1	bth	Cluster Computing	Computer Science	1386-7857	1573-7543	2018	Springer
10.1007/s10664-018-9670-1	bth	Empirical Software Engineering	Computer Science	1382-3256	1573-7616	2018	Springer
10.1007/s00153-018-0657-9	gu	Archive for Mathematical Logic	Mathematics	0933-5846	1432-0665	2018	Springer
10.1007/s41871-018-0034-7	uu	Nanomanufacturing and Metrology	Engineering	2520-811X	2520-8128	2018	Springer
10.1007/s13311-018-00699-9	lu	Neurotherapeutics	Biomedicine	1933--7213	1878--7479	2018	Springer
10.1007/s10803-018-03867-0	uu	Journal of Autism and Developmental Disorders	Psychology	0162--3257	1573--3432	2018	Springer
10.1007/s10901-018-09643-x	lu	Journal of Housing and the Built Environment	Social Sciences	1566--4910	1573--7772	2018	Springer
10.1140/epjst/e2018-800027-6	lnu	The European Physical Journal Special Topics	Physics	1951--6355	1951--6401	2018	Springer
10.1007/s11868-018-0273-9	lnu	Journal of Pseudo-Differential Operators and Applications	Mathematics	1662-9981	1662-999X	2018	Springer
10.1007/s10654-018-0474-9	ki	European Journal of Epidemiology	Medicine & Public Health	0393-2990	1573-7284	2018	Springer
10.1007/s13137-019-0120-z	hj	GEM - International Journal on Geomathematics	Mathematics	1869-2672	1869-2680	2018	Springer
10.1007/s00339-018-2346-2	ltu	Applied Physics A	Physics	0947-8396	1432-0630	2018	Springer
10.1007/s11657-018-0555-0	ki	Archives of Osteoporosis	Medicine & Public Health	1862-3522	1862-3514	2018	Springer
10.1007/s00603-018-1716-6	ltu	Rock Mechanics and Rock Engineering	Earth Sciences	0723-2632	1434-453X	2018	Springer
10.1007/s00455-018-09969-2	cth	Dysphagia	Medicine & Public Health	0179-051X	1432-0460	2018	Springer
10.1007/s00442-018-04332-6	lu	Oecologia	Life Sciences	0029-8549	1432-1939	2018	Springer
10.1007/s00023-018-00756-1	kth	Annales Henri Poincaré	Physics	1424-0637	1424-0661	2018	Springer
10.1007/s10459-018-09872-3	ki	Advances in Health Sciences Education	Education	1382-4996	1573-1677	2018	Springer
10.1007/s00228-018-02622-9	ki	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2018	Springer
10.1007/s00787-018-01269-2	ki	European Child & Adolescent Psychiatry	Medicine & Public Health	1018-8827	1435-165X	2018	Springer
10.1007/s00592-018-01285-3	ki	Acta Diabetologica	Medicine & Public Health		1432-5233	2018	Springer
10.1007/s00441-018-02988-3	lu	Cell and Tissue Research	Biomedicine	0302-766X	1432-0878	2018	Springer
10.1007/s00170-018-03261-1	ltu	The International Journal of Advanced Manufacturing Technology	Engineering	0268-3768	1433-3015	2018	Springer
10.1007/s10549-018-05119-2	ki	Breast Cancer Research and Treatment	Medicine & Public Health		1573-7217	2018	Springer
10.1007/s00170-018-03257-x	kth	The International Journal of Advanced Manufacturing Technology	Engineering	0268-3768	1433-3015	2018	Springer
10.1007/s10266-018-00410-6	mau	Odontology	Dentistry	1618-1247	1618-1255	2018	Springer
10.1007/s10928-018-09617-0	gu	Journal of Pharmacokinetics and Pharmacodynamics	Biomedicine	1567-567X	1573-8744	2018	Springer
10.1007/s10639-018-09857-0	cth	Education and Information Technologies	Computer Science	1360-2357	1573-7608	2018	Springer
10.1007/s12649-018-00578-6	lu	Waste and Biomass Valorization	Engineering	1877-2641	1877-265X	2018	Springer
10.1007/s00198-018-04826-2	umu	Osteoporosis International	Medicine & Public Health	0937-941X	1433-2965	2018	Springer
10.1007/s10182-018-00349-7	hj	AStA Advances in Statistical Analysis	Statistics	1863--8171	1863--818X	2018	Springer
10.1007/s10270-018-00713-w	mdh	Software & Systems Modeling	Computer Science	1619--1366	1619--1374	2018	Springer
10.1007/s10551-018-04098-0	su	Journal of Business Ethics	Philosophy	0167--4544	1573--0697	2018	Springer
10.1007/s12010-018-02944-5	liu	Applied Biochemistry and Biotechnology	Chemistry	0273--2289	1559--0291	2018	Springer
10.1007/s00383-018-04431-8	ki	Pediatric Surgery International	Medicine & Public Health	0179--0358	1437--9813	2018	Springer
10.1007/s00220-019-03284-z	lu	Communications in Mathematical Physics	Physics	0010--3616	1432--0916	2018	Springer
10.1007/s12020-018-01835-3	ki	Endocrine	Medicine & Public Health	1355--008X	1559--0100	2018	Springer
10.1007/s00220-019-03325-7	kth	Communications in Mathematical Physics	Physics	0010--3616	1432--0916	2018	Springer
10.1007/s00439-018-01966-7	uu	Human Genetics	Biomedicine	0340--6717	1432--1203	2018	Springer
10.1007/s10933-018-00064-y	su	Journal of Paleolimnology	Earth Sciences	0921--2728	1573--0417	2018	Springer
10.1007/s13280-018-01142-1	kth	Ambio	Environment	0044--7447	1654--7209	2018	Springer
10.1007/s11187-019-00153-w	cth	Small Business Economics	Business and Management	0921--898X	1573--0913	2018	Springer
10.1007/s00041-018-9636-0	ltu					2018	Springer
10.1007/s11422-018-9904-y	su					2018	Springer
10.1007/s10680-018-9509-x	su					2018	Springer
10.1007/s12221-019-8301-9	hb					2018	Springer
10.1007/s11187-016-9825-7	kth	Small Business Economics	Business and Management	0921-898X	1573-0913	2017	Springer
10.1007/s00125-017-4207-5	lu	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2017	Springer
10.1007/s11663-017-0914-z	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2017	Springer
10.1007/s00170-016-9894-4	cth	The International Journal of Advanced Manufacturing Technology	Engineering	0268-3768	1433-3015	2017	Springer
10.1007/s11325-016-1456-3	umu	Sleep and Breathing	Medicine & Public Health	1520-9512	1522-1709	2017	Springer
10.1007/s10955-016-1704-8	su	Journal of Statistical Physics	Physics	0022-4715	1572-9613	2017	Springer
10.1007/s13399-016-0235-5	ltu	Biomass Conversion and Biorefinery	Engineering	2190-6815	2190-6823	2017	Springer
10.1007/s11242-016-0810-z	kth	Transport in Porous Media	Earth Sciences	0169-3913	1573-1634	2017	Springer
10.1007/s00192-017-3268-9	gu	International Urogynecology Journal	Medicine & Public Health	0937-3462	1433-3023	2017	Springer
10.1007/s00216-017-0192-2	slu	Analytical and Bioanalytical Chemistry	Chemistry	1618-2642	1618-2650	2017	Springer
10.1007/s12032-017-0893-6	oru	Medical Oncology	Medicine & Public Health	1357-0560	1559-131X	2017	Springer
10.1007/s10851-016-0691-3	kth	Journal of Mathematical Imaging and Vision	Computer Science	0924-9907	1573-7683	2017	Springer
10.1007/s00374-016-1168-7	slu	Biology and Fertility of Soils	Life Sciences	0178-2762	1432-0789	2017	Springer
10.1007/s10545-016-0011-5	gu	Journal of Inherited Metabolic Disease	Medicine & Public Health	0141-8955	1573-2665	2017	Springer
10.1007/s00193-017-0709-9	foi	Shock Waves	Engineering	0938-1287	1432-2153	2017	Springer
10.1007/s00024-017-1465-6	uu	Pure and Applied Geophysics	Earth Sciences	0033-4553	1420-9136	2017	Springer
10.1007/s40259-016-0209-y	umu	BioDrugs	Biomedicine	1173-8804	1179-190X	2017	Springer
10.1007/s10784-016-9348-3	lu	"International Environmental Agreements: Politics, Law and Economics"	Environment	1567-9764	1573-1553	2017	Springer
10.1007/s10766-017-0490-5	liu	International Journal of Parallel Programming	Computer Science	0885-7458	1573-7640	2017	Springer
10.1007/s10461-016-1662-9	ki	AIDS and Behavior	Medicine & Public Health	1090-7165	1573-3254	2017	Springer
10.1007/s11229-016-1301-z	lu	Synthese	Philosophy	0039-7857	1573-0964	2017	Springer
10.1007/s00294-016-0675-2	umu	Current Genetics	Life Sciences	0172-8083	1432-0983	2017	Springer
10.1007/s10067-016-3525-1	ki	Clinical Rheumatology	Medicine & Public Health	0770-3198	1434-9949	2017	Springer
10.1007/s10957-017-1060-0	liu	Journal of Optimization Theory and Applications	Mathematics	0022-3239	1573-2878	2017	Springer
10.1007/s12187-017-9443-1	su	Child Indicators Research	Social Sciences	1874-897X	1874-8988	2017	Springer
10.1007/s11158-016-9348-8	su	Res Publica	Philosophy	1356-4765	1572-8692	2017	Springer
10.1007/s00264-016-3381-2	gu	International Orthopaedics	Medicine & Public Health	0341-2695	1432-5195	2017	Springer
10.1007/s11075-016-0250-4	cth	Numerical Algorithms	Computer Science	1017-1398	1572-9265	2017	Springer
10.1007/s10654-016-0220-0	ki	European Journal of Epidemiology	Medicine & Public Health	0393-2990	1573-7284	2017	Springer
10.1007/s10344-017-1086-5	hk	European Journal of Wildlife Research	Life Sciences	1612-4642	1439-0574	2017	Springer
10.1007/s10846-017-0483-z	ltu	Journal of Intelligent & Robotic Systems	Engineering	0921-0296	1573-0409	2017	Springer
10.1007/s11252-017-0648-3	slu	Urban Ecosystems	Life Sciences	1083-8155	1573-1642	2017	Springer
10.1007/s12553-016-0176-9	hk	Health and Technology	Engineering	2190-7188	2190-7196	2017	Springer
10.1007/s11356-016-8320-7	su	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2017	Springer
10.1007/s13127-016-0317-z	gu	Organisms Diversity & Evolution	Life Sciences	1439-6092	1618-1077	2017	Springer
10.1007/s00330-016-4723-6	lu	European Radiology	Medicine & Public Health	0938-7994	1432-1084	2017	Springer
10.1007/s11085-016-9697-x	cth	Oxidation of Metals	Materials Science	0030-770X	1573-4889	2017	Springer
10.1007/s10620-016-4422-9	oru	Digestive Diseases and Sciences	Medicine & Public Health	0163-2116	1573-2568	2017	Springer
10.1007/s12230-016-9561-1	slu	American Journal of Potato Research	Life Sciences	1099-209X	1874-9380	2017	Springer
10.1007/s00187-016-0242-5	ltu	Journal of Management Control	Business and Management	2191-4761	2191-477X	2017	Springer
10.1007/s11356-017-8467-x	su	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2017	Springer
10.1007/s10689-016-9953-x	lu	Familial Cancer	Biomedicine	1389-9600	1573-7292	2017	Springer
10.1007/s10270-017-0579-8	mdh	Software & Systems Modeling	Computer Science	1619-1366	1619-1374	2017	Springer
10.1007/s00296-016-3641-x	ki	Rheumatology International	Medicine & Public Health	0172-8172	1437-160X	2017	Springer
10.1007/s00701-017-3077-4	gu	Acta Neurochirurgica	Medicine & Public Health	0001-6268	0942-0940	2017	Springer
10.1007/s00023-016-0546-x	lu	Annales Henri PoincarXXX	Physics	1424-0637	1424-0661	2017	Springer
10.1208/s12248-016-0040-x	liu	The AAPS Journal	Biomedicine		1550-7416	2017	Springer
10.1007/s13524-016-0536-0	umu	Demography	Social Sciences	0070-3370	1533-7790	2017	Springer
10.1007/s00228-017-2196-4	uu	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2017	Springer
10.1007/s10732-016-9322-9	oru	Journal of Heuristics	Mathematics	1381-1231	1572-9397	2017	Springer
10.1007/s10910-016-0728-2	ki	Journal of Mathematical Chemistry	Chemistry	0259-9791	1572-8897	2017	Springer
10.1007/s10664-016-9497-6	bth	Empirical Software Engineering	Computer Science	1382-3256	1573-7616	2017	Springer
10.1007/s10916-017-0685-8	ltu	Journal of Medical Systems	Medicine & Public Health	0148-5598	1573-689X	2017	Springer
10.1208/s12248-016-0027-7	ki	The AAPS Journal	Biomedicine		1550-7416	2017	Springer
10.1007/s11136-016-1479-z	ki	Quality of Life Research	Medicine & Public Health	0962-9343	1573-2649	2017	Springer
10.1007/s00264-016-3389-7	lu	International Orthopaedics	Medicine & Public Health	0341-2695	1432-5195	2017	Springer
10.1007/s00170-017-0065-z	lu	The International Journal of Advanced Manufacturing Technology	Engineering	0268-3768	1433-3015	2017	Springer
10.1007/s11695-017-2570-4	oru	Obesity Surgery	Medicine & Public Health	0960-8923	1708-0428	2017	Springer
10.1007/s10164-016-0504-6	slu	Journal of Ethology	Life Sciences	0289-0771	1439-5444	2017	Springer
10.1007/s00248-016-0915-5	kth	Microbial Ecology	Life Sciences	0095-3628	1432-184X	2017	Springer
10.1007/s00265-016-2264-2	lu	Behavioral Ecology and Sociobiology	Life Sciences	0340-5443	1432-0762	2017	Springer
10.1007/s12186-016-9171-6	liu	Vocations and Learning	Education	1874-785X	1874-7868	2017	Springer
10.1007/s10639-017-9576-3	miu	Education and Information Technologies	Computer Science	1360-2357	1573-7608	2017	Springer
10.1007/s13353-016-0382-1	slu	Journal of Applied Genetics	Life Sciences	1234-1983	2190-3883	2017	Springer
10.1007/s10502-016-9273-9	gu	Archival Science	Cultural and Media Studies	1389-0166	1573-7519	2017	Springer
10.1007/s11053-016-9323-2	uu	Natural Resources Research	Earth Sciences	1520-7439	1573-8981	2017	Springer
10.1007/s10856-017-5851-5	uu	Journal of Materials Science: Materials in Medicine	Materials Science	0957-4530	1573-4838	2017	Springer
10.1007/s10967-017-5172-7	cth	Journal of Radioanalytical and Nuclear Chemistry	Chemistry	0236-5731	1588-2780	2017	Springer
10.1007/s00431-016-2843-2	ki	European Journal of Pediatrics	Medicine & Public Health	0340-6199	1432-1076	2017	Springer
10.1007/s10096-017-2907-x	lu	European Journal of Clinical Microbiology & Infectious Diseases	Biomedicine	0934-9723	1435-4373	2017	Springer
10.1007/s00394-016-1356-0	ki	European Journal of Nutrition	Chemistry	1436-6207	1436-6215	2017	Springer
10.1007/s12144-016-9551-y	kau	Current Psychology	Psychology	1046-1310	1936-4733	2017	Springer
10.1007/s00702-016-1672-9	uu	Journal of Neural Transmission	Medicine & Public Health	0300-9564	1435-1463	2017	Springer
10.1007/s10745-016-9882-1	slu	Human Ecology	Social Sciences	0300-7839	1572-9915	2017	Springer
10.1007/s12142-016-0442-2	mau	Human Rights Review	Philosophy	1524-8879	1874-6306	2017	Springer
10.1007/s13311-016-0505-8	uu	Neurotherapeutics	Biomedicine	1933-7213	1878-7479	2017	Springer
10.1007/s11356-016-8248-y	su	Environmental Science and Pollution Research	Environment	0944-1344	1614-7499	2017	Springer
10.1007/s13280-016-0893-3	lu	Ambio	Environment	0044-7447	1654-7209	2017	Springer
10.1007/s11661-016-3903-y	kth	Metallurgical and Materials Transactions A	Materials Science	1073-5623	1543-1940	2017	Springer
10.1007/s00784-016-2044-4	mau	Clinical Oral Investigations	Dentistry	1432-6981	1436-3771	2017	Springer
10.1007/s00253-017-8089-8	ltu	Applied Microbiology and Biotechnology	Life Sciences	0175-7598	1432-0614	2017	Springer
10.1007/s11085-016-9703-3	cth	Oxidation of Metals	Materials Science	0030-770X	1573-4889	2017	Springer
10.1007/s00384-016-2744-x	gu	International Journal of Colorectal Disease	Medicine & Public Health	0179-1958	1432-1262	2017	Springer
10.1007/s11627-016-9797-y	slu	In Vitro Cellular & Developmental Biology - Plant	Life Sciences	1054-5476	1475-2689	2017	Springer
10.1007/s10836-016-5638-5	lu	Journal of Electronic Testing	Engineering	0923-8174	1573-0727	2017	Springer
10.1007/s11085-016-9695-z	cth	Oxidation of Metals	Materials Science	0030-770X	1573-4889	2017	Springer
10.1007/s11661-016-3902-z	kth	Metallurgical and Materials Transactions A	Materials Science	1073-5623	1543-1940	2017	Springer
10.1007/s11295-017-1103-6	slu	Tree Genetics & Genomes	Life Sciences	1614-2942	1614-2950	2017	Springer
10.1007/s41055-017-0008-2	slu	Food Ethics	Philosophy	2364-6853	2364-6861	2017	Springer
10.1007/s10953-017-0581-3	slu	Journal of Solution Chemistry	Chemistry	0095-9782	1572-8927	2017	Springer
10.1007/s11666-017-0532-y	cth	Journal of Thermal Spray Technology	Materials Science	1059-9630	1544-1016	2017	Springer
10.1007/s11367-016-1241-3	kth	The International Journal of Life Cycle Assessment	Environment	0948-3349	1614-7502	2017	Springer
10.1007/s11187-016-9815-9	oru	Small Business Economics	Business and Management	0921-898X	1573-0913	2017	Springer
10.1007/s11663-016-0895-3	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2017	Springer
10.1007/s12665-017-6418-y	su	Environmental Earth Sciences	Earth Sciences	1866-6280	1866-6299	2017	Springer
10.1007/s10763-016-9795-x	umu	International Journal of Science and Mathematics Education	Education	1571-0068	1573-1774	2017	Springer
10.1007/s11590-017-1108-y	cth	Optimization Letters	Mathematics	1862-4472	1862-4480	2017	Springer
10.1007/s00184-017-0610-7	umu	Metrika	Statistics	0026-1335	1435-926X	2017	Springer
10.1007/s11256-016-0394-5	lu	The Urban Review	Education	0042-0972	1573-1960	2017	Springer
10.1007/s11242-017-0819-y	ltu	Transport in Porous Media	Earth Sciences	0169-3913	1573-1634	2017	Springer
10.1007/s10641-016-0563-0	slu	Environmental Biology of Fishes	Life Sciences	0378-1909	1573-5133	2017	Springer
10.1007/s00228-016-2188-9	gu	European Journal of Clinical Pharmacology	Biomedicine	0031-6970	1432-1041	2017	Springer
10.1007/s10708-016-9761-8	su	GeoJournal	Social Sciences	0343-2521	1572-9893	2017	Springer
10.1007/s11217-017-9564-5	oru	Studies in Philosophy and Education	Education	0039-3746	1573-191X	2017	Springer
10.1007/s00605-017-1019-0	kth	Monatshefte fXXXr Mathematik	Mathematics	0026-9255	1436-5081	2017	Springer
10.1007/s00246-016-1565-6	lu	Pediatric Cardiology	Medicine & Public Health	0172-0643	1432-1971	2017	Springer
10.1007/s41465-017-0011-x	ki	Journal of Cognitive Enhancement	Psychology	2509-3290	2509-3304	2017	Springer
10.1007/s10654-017-0228-0	lu	European Journal of Epidemiology	Medicine & Public Health	0393-2990	1573-7284	2017	Springer
10.1007/s12142-017-0450-x	mau	Human Rights Review	Philosophy	1524-8879	1874-6306	2017	Springer
10.1007/s00779-017-1003-7	mdh	Personal and Ubiquitous Computing	Computer Science	1617-4909	1617-4917	2017	Springer
10.1007/s11406-016-9809-5	lu	Philosophia	Philosophy	0048-3893	1574-9274	2017	Springer
10.1007/s12026-017-8905-3	ki	Immunologic Research	Medicine & Public Health	0257-277X	1559-0755	2017	Springer
10.1007/s11229-017-1319-x	lu	Synthese	Philosophy	0039-7857	1573-0964	2017	Springer
10.1007/s00296-017-3678-5	lu	Rheumatology International	Medicine & Public Health	0172-8172	1437-160X	2017	Springer
10.1007/s10699-017-9524-0	lnu	Foundations of Science	Philosophy	1233-1821	1572-8471	2017	Springer
10.1007/s10534-017-0004-3	slu	BioMetals	Life Sciences	0966-0844	1572-8773	2017	Springer
10.1007/s10924-017-0965-x	hb	Journal of Polymers and the Environment	Chemistry	1566-2543	1572-8900	2017	Springer
10.1007/s10494-017-9801-6	cth	"Flow, Turbulence and Combustion"	Engineering	1386-6184	1573-1987	2017	Springer
10.1007/s00464-016-5407-7	ki	Surgical Endoscopy	Medicine & Public Health	0930-2794	1432-2218	2017	Springer
10.1007/s13218-016-0477-1	umu	KI - KXXXnstliche Intelligenz	Computer Science	0933-1875	1610-1987	2017	Springer
10.1007/s12230-017-9567-3	slu	American Journal of Potato Research	Life Sciences	1099-209X	1874-9380	2017	Springer
10.1007/s13563-017-0103-1	ltu	Mineral Economics	Economics	2191-2203	2191-2211	2017	Springer
10.1007/s11581-017-2016-y	cth	Ionics	Chemistry	0947-7047	1862-0760	2017	Springer
10.1007/s11085-017-9731-7	cth	Oxidation of Metals	Materials Science	0030-770X	1573-4889	2017	Springer
10.1007/s00187-016-0244-3	hk	Journal of Management Control	Business and Management	2191-4761	2191-477X	2017	Springer
10.1007/s00125-017-4211-9	gu	Diabetologia	Medicine & Public Health	0012-186X	1432-0428	2017	Springer
10.1007/s10892-017-9248-y	uu	The Journal of Ethics	Philosophy	1382-4554	1572-8609	2017	Springer
10.1007/s10531-017-1321-0	slu	Biodiversity and Conservation	Life Sciences	0960-3115	1572-9710	2017	Springer
10.1007/s11165-016-9576-0	uu	Research in Science Education	Education	0157-244X	1573-1898	2017	Springer
10.1007/s11367-017-1277-z	cth	The International Journal of Life Cycle Assessment	Environment	0948-3349	1614-7502	2017	Springer
10.1007/s00253-017-8126-7	cth	Applied Microbiology and Biotechnology	Life Sciences	0175-7598	1432-0614	2017	Springer
10.1007/s11249-017-0826-8	ltu	Tribology Letters	Materials Science	1023-8883	1573-2711	2017	Springer
10.1007/s10295-017-1911-6	cth	Journal of Industrial Microbiology & Biotechnology	Life Sciences	1367-5435	1476-5535	2017	Springer
10.1007/s13157-017-0884-6	ltu	Wetlands	Life Sciences	0277-5212	1943-6246	2017	Springer
10.1007/s11575-017-0311-5	uu	Management International Review	Business and Management	0938-8249	1861-8901	2017	Springer
10.1007/s11663-017-0946-4	kth	Metallurgical and Materials Transactions B	Materials Science	1073-5615	1543-1916	2017	Springer
10.1007/s00420-017-1200-8	ki	International Archives of Occupational and Environmental Health	Environment	0340-0131	1432-1246	2017	Springer
10.1007/s11406-016-9803-y	su	Philosophia	Philosophy	0048-3893	1574-9274	2017	Springer
10.1007/s00405-017-4451-9	uu	European Archives of Oto-Rhino-Laryngology	Medicine & Public Health	0937-4477	1434-4726	2017	Springer
10.1007/s10849-017-9246-2	gu	"Journal of Logic, Language and Information"	Philosophy	0925-8531	1572-9583	2017	Springer
10.1007/s10856-017-5870-2	umu	Journal of Materials Science: Materials in Medicine	Materials Science	0957-4530	1573-4838	2017	Springer
10.1007/s10342-017-1027-6	slu	European Journal of Forest Research	Life Sciences	1612-4669	1612-4677	2017	Springer
10.1007/s11017-017-9398-8	gu	Theoretical Medicine and Bioethics	Philosophy	1386-7415	1573-1200	2017	Springer
10.1007/s11422-016-9795-8	uu	Cultural Studies of Science Education	Education	1871-1502	1871-1510	2017	Springer
10.1007/s40831-017-0117-5	cth	Journal of Sustainable Metallurgy	Environment	2199-3823	2199-3831	2017	Springer
10.1007/s10040-017-1540-1	lu	Hydrogeology Journal	Earth Sciences	1431-2174	1435-0157	2017	Springer
10.1007/s10683-017-9515-6	liu	Experimental Economics	Economics	1386-4157	1573-6938	2017	Springer
10.1007/s10661-017-5839-0	su	Environmental Monitoring and Assessment	Environment	0167-6369	1573-2959	2017	Springer
10.1007/s11235-017-0275-6	lu	Telecommunication Systems	Business and Management	1018-4864	1572-9451	2017	Springer
10.1007/s00586-017-4979-9	liu	European Spine Journal	Medicine & Public Health	0940-6719	1432-0932	2017	Springer
10.1007/s40336-017-0223-1	ki	Clinical and Translational Imaging	Medicine & Public Health	2281-5872	2281-7565	2017	Springer
10.1007/s40725-017-0051-6	slu	Current Forestry Reports	Environment		2198-6436	2017	Springer
10.1007/s11897-017-0325-0	ki	Current Heart Failure Reports	Medicine & Public Health	1546-9530	1546-9549	2017	Springer
10.1007/s10701-017-0068-5	lu	Foundations of Physics	Physics	0015-9018	1572-9516	2017	Springer
10.1007/s10722-017-0493-5	slu	Genetic Resources and Crop Evolution	Life Sciences	0925-9864	1573-5109	2017	Springer
10.1007/s10853-017-0887-y	kth	Journal of Materials Science	Materials Science	0022-2461	1573-4803	2017	Springer
10.1007/s10905-017-9605-5	lu	Journal of Insect Behavior	Life Sciences	0892-7553	1572-8889	2017	Springer
10.1007/s10549-017-4164-1	ki	Breast Cancer Research and Treatment	Medicine & Public Health	0167-6806	1573-7217	2017	Springer
10.1007/s00520-017-3625-8	ki	Supportive Care in Cancer	Medicine & Public Health	0941-4355	1433-7339	2017	Springer
10.1007/s10549-017-4163-2	ki	Breast Cancer Research and Treatment	Medicine & Public Health	0167-6806	1573-7217	2017	Springer
10.1007/s00365-017-9368-4	lu	Constructive Approximation	Mathematics	0176-4276	1432-0940	2017	Springer
10.1007/s10237-017-0887-5	kth	Biomechanics and Modeling in Mechanobiology	Engineering	1617-7959	1617-7940	2017	Springer
10.1007/s10530-017-1372-x	slu	Biological Invasions	Life Sciences	1387-3547	1573-1464	2017	Springer
10.1007/s11695-017-2603-z	ki	Obesity Surgery	Medicine & Public Health	0960-8923	1708-0428	2017	Springer
10.1007/s11095-017-2113-7	uu	Pharmaceutical Research	Biomedicine	0724-8741	1573-904X	2017	Springer
10.1007/s10286-017-0409-7	lu	Clinical Autonomic Research	Medicine & Public Health	0959-9851	1619-1560	2017	Springer
10.1007/s10067-017-3570-4	umu	Clinical Rheumatology	Medicine & Public Health	0770-3198	1434-9949	2017	Springer
